learn:jqzx.csv check Article65:七宗罪：我们是如何错误预估人工智能的 	 Result: 	0.2044837352396336 	1666 	572
  	class: 柔和  	d: 16  	pt: 0.11111111111111113  	diff:  文AB0.05555555555555558 柔和A0.05555555555555555
  	class: 推荐  	d: 10  	pt: 0.10810810810810811  	diff:  推荐AB0.05405405405405406 引进A0.05405405405405406
  	class: 前途  	d: 5  	pt: 0.10714285714285718  	diff:  前景AB0.0535714285714286 前途A0.05357142857142857
  	class: 聪明  	d: 25  	pt: 0.10000000000000005  	diff:  聪明AB0.050000000000000044 智A0.05
  	class: 合算  	d: 8  	pt: 0.09756097560975614  	diff:  划算A0.04878048780487805 经济AB0.04878048780487809
  	class: 机件  	d: 5  	pt: 0.09677419354838705  	diff:  组件AB0.048387096774193505 器件A0.04838709677419355
  	class: 等候  	d: 10  	pt: 0.09523809523809529  	diff:  等待AB0.04761904761904767 等候A0.047619047619047616
  	class: 相关  	d: 15  	pt: 0.0947368421052632  	diff:  相关AB0.047368421052631615 系A0.0456140350877193 相干A0.0017543859649122807
  	class: 错误  	d: 16  	pt: 0.09203296703296704  	diff:  错误AB0.02953296703296704 荒谬AB0.04601648351648352 谬误A0.016483516483516484
  	class: 发生  	d: 8  	pt: 0.09090909090909087  	diff:  发生AB0.045454545454545414 发出A0.03896103896103896 时有发生A0.006493506493506494
  	class: 差错  	d: 12  	pt: 0.0898876404494382  	diff:  偏差AB0.0449438202247191 差错A0.033707865168539325 过错A0.011235955056179775
  	class: 辩论  	d: 23  	pt: 0.08813559322033895  	diff:  理论AB0.04406779661016946 辩论A0.013559322033898305 辩护A0.010169491525423728 反驳A0.01694915254237288 争辩A0.003389830508474576
  	class: 有趣  	d: 17  	pt: 0.0833333333333333  	diff:  有趣AB0.04166666666666663 风趣A0.006944444444444444 好玩A0.027777777777777776 趣A0.006944444444444444
  	class: 链  	d: 3  	pt: 0.08333333333333329  	diff:  链AB0.04166666666666663 链条A0.041666666666666664
  	class: 会议  	d: 3  	pt: 0.07894736842105264  	diff:  会议AB0.03947368421052633 集会A0.039473684210526314
  	class: 时间  	d: 8  	pt: 0.07314285714285716  	diff:  时间AB0.03657142857142859 时空A0.036571428571428574
  	class: 消息  	d: 6  	pt: 0.07272727272727274  	diff:  新闻AB0.036363636363636376 资讯A0.01818181818181818 情报A0.01818181818181818
  	class: 击败  	d: 7  	pt: 0.07142857142857141  	diff:  击败AB0.0357142857142857 粉碎A0.03571428571428571
  	class: 办好  	d: 7  	pt: 0.07142857142857141  	diff:  做好AB0.0357142857142857 办好A0.03571428571428571
  	class: 情况  	d: 8  	pt: 0.07072135785007072  	diff:  情况AB0.03536067892503536 情形A0.024045261669024046 图景A0.011315417256011316
  	class: 注释  	d: 5  	pt: 0.07017543859649122  	diff:  注释AB0.03508771929824561 注解A0.03508771929824561
  	class: 设法  	d: 10  	pt: 0.06818181818181815  	diff:  想法AB0.03409090909090906 设法A0.03409090909090909
  	class: 数量  	d: 7  	pt: 0.06725955204216079  	diff:  数据AB0.033629776021080415 数量AB0.026465744400527014 数目A0.00691699604743083 数额A0.00024703557312252963
  	class: 私  	d: 8  	pt: 0.06666666666666665  	diff:  个体AB0.033333333333333326 民用A0.03333333333333333
  	class: 访问  	d: 10  	pt: 0.06299212598425202  	diff:  访问AB0.03149606299212604 拜访A0.031496062992125984
  	class: 建议  	d: 8  	pt: 0.06289308176100628  	diff:  建议AB0.03144654088050314 提议A0.031446540880503145
  	class: 引证  	d: 7  	pt: 0.057971014492753645  	diff:  引用AB0.02898550724637683 引述A0.028985507246376812
  	class: 价格  	d: 4  	pt: 0.055555555555555566  	diff:  价格AB0.02777777777777779 价位A0.027777777777777776
  	class: 次序  	d: 7  	pt: 0.05323193916349811  	diff:  程序AB0.026615969581749055 次序A0.0038022813688212928 序A0.022813688212927757
  	class: 远  	d: 26  	pt: 0.0512820512820513  	diff:  远AB0.02564102564102566 颇为A0.02564102564102564
  	class: 经验  	d: 2  	pt: 0.047619047619047644  	diff:  体验AB0.023809523809523836 心得A0.023809523809523808
  	class: 征收  	d: 5  	pt: 0.046511627906976785  	diff:  课AB0.023255813953488413 征收A0.023255813953488372
  	class: 到达  	d: 2  	pt: 0.042553191489361736  	diff:  到达AB0.021276595744680882 抵达A0.02127659574468085
  	class: 进步  	d: 21  	pt: 0.03883495145631066  	diff:  先进AB0.01941747572815533 进化AB0.009708737864077666 前行A0.009708737864077669
  	class: 前进  	d: 7  	pt: 0.038461538461538505  	diff:  进AB0.019230769230769273 进发A0.019230769230769232
  	class: 流水线  	d: 3  	pt: 0.03636363636363637  	diff:  流程AB0.018181818181818188 流水线A0.01818181818181818
  	class: 事件  	d: 4  	pt: 0.03603603603603607  	diff:  事件AB0.018018018018018056 波A0.009009009009009009 风波A0.009009009009009009
  	class: 登载  	d: 12  	pt: 0.03478260869565218  	diff:  发表AB0.017391304347826098 刊A0.008695652173913044 刊登A0.008695652173913044
  	class: 方面  	d: 4  	pt: 0.030769230769230715  	diff:  地方AB0.01538461538461533 上头A0.015384615384615385
  	class: 词汇  	d: 2  	pt: 0.030769230769230715  	diff:  词汇AB0.01538461538461533 语汇A0.015384615384615385
  	class: 照片  	d: 2  	pt: 0.0294117647058823  	diff:  照片AB0.014705882352941124 相片A0.014705882352941176
  	class: 系统  	d: 2  	pt: 0.02881426202321724  	diff:  系统AB0.01440713101160862 体系AB0.01440713101160862
  	class: 意旨  	d: 4  	pt: 0.02597402597402598  	diff:  旨在AB0.012987012987012991 意旨A0.012987012987012988
  	class: 商业  	d: 7  	pt: 0.020833333333333294  	diff:  商业AB0.01041666666666663 买卖A0.010416666666666666
  	class: 基础  	d: 9  	pt: 0.02020202020202016  	diff:  基础AB0.010101010101010055 根基A0.005050505050505051 功底A0.005050505050505051
  	class: 精密度  	d: 2  	pt: 0.02020202020202016  	diff:  精密度A0.010101010101010102 精度AB0.010101010101010055
  	class: 只得  	d: 5  	pt: 0.019801980198019813  	diff:  只能AB0.00990099009900991 只得A0.009900990099009901
  	class: 不及  	d: 9  	pt: 0.01951219512195123  	diff:  低AB0.009756097560975618 逊色A0.004878048780487805 低位A0.004878048780487805
  	class: 实际  	d: 9  	pt: 0.015873015873015844  	diff:  现实AB0.007936507936507908 现实性A0.007936507936507936
  	class: 主题  	d: 3  	pt: 0.015873015873015844  	diff:  主题AB0.007936507936507908 正题A0.007936507936507936
  	class: 计算  	d: 16  	pt: 0.015408320493066216  	diff:  计算AB0.007704160246533087 计A0.007704160246533128
  	class: 记录  	d: 7  	pt: 0.015384615384615358  	diff:  记录AB0.007692307692307665 纪录A0.007692307692307693
  	class: 宝藏  	d: 6  	pt: 0.012499999999999978  	diff:  资源AB0.006249999999999978 金矿A0.00625
  	class: 原因  	d: 12  	pt: 0.011428571428571385  	diff:  原因AB0.005714285714285672 缘故A0.005714285714285714
  	class: 提供  	d: 2  	pt: 0.010349288486416516  	diff:  提供AB0.005174644243208237 资A0.00517464424320828
  	class: 怀念  	d: 21  	pt: 0.007194244604316525  	diff:  想AB0.003597122302158251 纪念A0.0035971223021582736
  	class: 行业  	d: 5  	pt: 0.006993006993007041  	diff:  行业AB0.0034965034965035446 同行业A0.0034965034965034965
  	class: 人类  	d: 2  	pt: 0.00601503759398494  	diff:  人类AB0.003007518796992459 全人类A0.0030075187969924814
  	class: 版本  	d: 2  	pt: 0.005714285714285727  	diff:  版本AB0.0028571428571428914 版AB0.002857142857142836
  	class: 驾驶  	d: 3  	pt: 0.005509641873278265  	diff:  驾驭A0.0027548209366391185 驾驶AB0.0027548209366391463
  	class: 晋升  	d: 14  	pt: 0.004192872117400456  	diff:  提升AB0.002096436058700246 升任A0.0020964360587002098
  	class: 产品  	d: 5  	pt: 0.004115226337448606  	diff:  产品AB0.002057613168724326 成品A0.00205761316872428
  	class: 学习  	d: 10  	pt: 0.0028112449799196295  	diff:  学习AB0.0014056224899597902 攻读A0.0008032128514056225 学学A0.00040160642570281126 求学A0.00020080321285140563
  	class: 分类  	d: 4  	pt: 0.0025839793281654143  	diff:  分类AB0.0012919896640827266 分拣A0.0012919896640826874
  	class: 新  	d: 9  	pt: 0.002192982456140382  	diff:  新AB0.0010964912280702066 独创性A0.0010964912280701754
  	class: 祈求  	d: 8  	pt: 0.001395673412421455  	diff:  图AB0.0006978367062107083 祈求A0.0006978367062107466
  	class: 知识分子  	d: 21  	pt: 0  	diff: 
  	class: 人  	d: 4  	pt: 0  	diff: 
  	class: 外人  	d: 10  	pt: 0.0  	diff: 
  	class: 人手  	d: 3  	pt: 0.0  	diff: 
  	class: 劳力  	d: 6  	pt: 0  	diff: 
  	class: 庸人  	d: 12  	pt: 0  	diff: 
  	class: 货物  	d: 4  	pt: 0  	diff: 
  	class: 家伙  	d: 5  	pt: 0  	diff: 
  	class: 子畜  	d: 6  	pt: 0  	diff: 
  	class: 子  	d: 3  	pt: 0  	diff: 
  	class: 混血儿  	d: 3  	pt: 0  	diff: 
  	class: 牲畜  	d: 6  	pt: 0  	diff: 
  	class: 浑蛋  	d: 3  	pt: 0  	diff: 
  	class: 童仆  	d: 7  	pt: 0  	diff: 
  	class: 小人  	d: 4  	pt: 0  	diff: 
  	class: 哟  	d: 1  	pt: 0  	diff: 
  	class: 亲手  	d: 2  	pt: 0  	diff: 
  	class: 工匠  	d: 7  	pt: 0  	diff: 
  	class: 异  	d: 3  	pt: 0  	diff: 
  	class: 预示  	d: 5  	pt: 0  	diff: 
  	class: 分  	d: 11  	pt: 0  	diff: 
  	class: 敝  	d: 4  	pt: 0  	diff: 
  	class: 那个  	d: 4  	pt: 0  	diff: 
  	class: 公公  	d: 7  	pt: 0  	diff: 
  	class: 男人  	d: 9  	pt: 0  	diff: 
  	class: 各  	d: 6  	pt: 0.0  	diff: 
  	class: 成员  	d: 4  	pt: 0  	diff: 
  	class: 坏  	d: 17  	pt: 0  	diff: 
  	class: 卖  	d: 11  	pt: 0  	diff: 
  	class: 棒  	d: 8  	pt: 0  	diff: 
  	class: 只  	d: 14  	pt: 0  	diff: 
  	class: 每人  	d: 3  	pt: 0  	diff: 
  	class: 该人  	d: 2  	pt: 0  	diff: 
  	class: 人民  	d: 19  	pt: 0  	diff: 
  	class: 庶几  	d: 3  	pt: 0  	diff: 
  	class: 小人物  	d: 7  	pt: 0  	diff: 
  	class: 婴儿  	d: 10  	pt: 0  	diff: 
  	class: 萌生  	d: 4  	pt: 0  	diff: 
  	class: 群众  	d: 6  	pt: 0  	diff: 
  	class: 动物  	d: 4  	pt: 0.0  	diff: 
  	class: 众人  	d: 3  	pt: 0  	diff: 
  	class: 人丛  	d: 4  	pt: 0  	diff: 
  	class: 打胎  	d: 5  	pt: 0  	diff: 
  	class: 望族  	d: 9  	pt: 0  	diff: 
  	class: 大家  	d: 6  	pt: 0  	diff: 
  	class: 们  	d: 2  	pt: 0  	diff: 
  	class: 辈分  	d: 5  	pt: 0  	diff: 
  	class: 相等  	d: 11  	pt: 0  	diff: 
  	class: 自己  	d: 10  	pt: 0  	diff: 
  	class: 我们  	d: 6  	pt: 0  	diff: 
  	class: 我  	d: 5  	pt: 0  	diff: 
  	class: 多余  	d: 10  	pt: 0  	diff: 
  	class: 身  	d: 2  	pt: 0  	diff: 
  	class: 住户  	d: 8  	pt: 0  	diff: 
  	class: 不足道  	d: 13  	pt: 0  	diff: 
  	class: 仆  	d: 3  	pt: 0  	diff: 
  	class: 戏弄  	d: 10  	pt: 0  	diff: 
  	class: 区区  	d: 3  	pt: 0  	diff: 
  	class: 下流  	d: 17  	pt: 0  	diff: 
  	class: 年老  	d: 24  	pt: 0  	diff: 
  	class: 老人  	d: 14  	pt: 0  	diff: 
  	class: 小弟  	d: 1  	pt: 0  	diff: 
  	class: 兄弟  	d: 9  	pt: 0  	diff: 
  	class: 奴  	d: 3  	pt: 0  	diff: 
  	class: 妾  	d: 9  	pt: 0  	diff: 
  	class: 预兆  	d: 5  	pt: 0  	diff: 
  	class: 孤单  	d: 33  	pt: 0  	diff: 
  	class: 朕  	d: 1  	pt: 0  	diff: 
  	class: 职  	d: 2  	pt: 0  	diff: 
  	class: 仆人  	d: 12  	pt: 0  	diff: 
  	class: 走狗  	d: 12  	pt: 0  	diff: 
  	class: 贫道  	d: 2  	pt: 0  	diff: 
  	class: 吾辈  	d: 2  	pt: 0  	diff: 
  	class: 你  	d: 5  	pt: 0  	diff: 
  	class: 那样  	d: 6  	pt: 0  	diff: 
  	class: 如果  	d: 31  	pt: 0  	diff: 
  	class: 于是  	d: 4  	pt: 0  	diff: 
  	class: 皇帝  	d: 26  	pt: 0  	diff: 
  	class: 公正  	d: 17  	pt: 0  	diff: 
  	class: 老兄  	d: 3  	pt: 0  	diff: 
  	class: 兄  	d: 8  	pt: 0  	diff: 
  	class: 长兄  	d: 2  	pt: 0  	diff: 
  	class: 老弟  	d: 3  	pt: 0  	diff: 
  	class: 嫂子  	d: 5  	pt: 0  	diff: 
  	class: 大嫂  	d: 2  	pt: 0  	diff: 
  	class: 阁下  	d: 4  	pt: 0  	diff: 
  	class: 陛下  	d: 1  	pt: 0  	diff: 
  	class: 您老  	d: 2  	pt: 0  	diff: 
  	class: 你们  	d: 2  	pt: 0  	diff: 
  	class: 诸位  	d: 3  	pt: 0  	diff: 
  	class: 它  	d: 3  	pt: 0  	diff: 
  	class: 沟渠  	d: 9  	pt: 0  	diff: 
  	class: 他  	d: 1  	pt: 0  	diff: 
  	class: 他们  	d: 4  	pt: 0  	diff: 
  	class: 和睦  	d: 12  	pt: 0  	diff: 
  	class: 从  	d: 8  	pt: 0  	diff: 
  	class: 别人  	d: 3  	pt: 0  	diff: 
  	class: 谁  	d: 9  	pt: 0  	diff: 
  	class: 某人  	d: 1  	pt: 0  	diff: 
  	class: 某个  	d: 5  	pt: 0  	diff: 
  	class: 夫  	d: 6  	pt: 0  	diff: 
  	class: 郎  	d: 6  	pt: 0  	diff: 
  	class: 爷儿  	d: 2  	pt: 0  	diff: 
  	class: 老伴  	d: 3  	pt: 0  	diff: 
  	class: 先生  	d: 1  	pt: 0  	diff: 
  	class: 妻  	d: 19  	pt: 0  	diff: 
  	class: 女人  	d: 11  	pt: 0  	diff: 
  	class: 女  	d: 11  	pt: 0  	diff: 
  	class: 母  	d: 10  	pt: 0  	diff: 
  	class: 媳妇  	d: 9  	pt: 0  	diff: 
  	class: 妇道  	d: 2  	pt: 0  	diff: 
  	class: 女流  	d: 4  	pt: 0  	diff: 
  	class: 少妇  	d: 2  	pt: 0  	diff: 
  	class: 女兵  	d: 2  	pt: 0  	diff: 
  	class: 人才  	d: 13  	pt: 0  	diff: 
  	class: 姑娘  	d: 9  	pt: 0  	diff: 
  	class: 令爱  	d: 3  	pt: 0  	diff: 
  	class: 尼姑  	d: 5  	pt: 0  	diff: 
  	class: 仕女  	d: 4  	pt: 0  	diff: 
  	class: 祖母  	d: 4  	pt: 0  	diff: 
  	class: 贱人  	d: 1  	pt: 0  	diff: 
  	class: 奸邪  	d: 9  	pt: 0  	diff: 
  	class: 村姑  	d: 2  	pt: 0  	diff: 
  	class: 子女  	d: 7  	pt: 0.0  	diff: 
  	class: 男女  	d: 4  	pt: 0  	diff: 
  	class: 长辈  	d: 6  	pt: 0  	diff: 
  	class: 一直  	d: 6  	pt: 0  	diff: 
  	class: 元老  	d: 5  	pt: 0  	diff: 
  	class: 父  	d: 15  	pt: 0  	diff: 
  	class: 老朽  	d: 1  	pt: 0  	diff: 
  	class: 枯木朽株  	d: 2  	pt: 0  	diff: 
  	class: 饭桶  	d: 8  	pt: 0  	diff: 
  	class: 老寿星  	d: 1  	pt: 0  	diff: 
  	class: 老人星  	d: 2  	pt: 0  	diff: 
  	class: 祖父  	d: 6  	pt: 0  	diff: 
  	class: 曾祖  	d: 4  	pt: 0  	diff: 
  	class: 令尊  	d: 3  	pt: 0  	diff: 
  	class: 父母  	d: 15  	pt: 0  	diff: 
  	class: 岳父  	d: 5  	pt: 0  	diff: 
  	class: 丈量  	d: 3  	pt: 0  	diff: 
  	class: 曾祖母  	d: 2  	pt: 0  	diff: 
  	class: 老奶奶  	d: 6  	pt: 0  	diff: 
  	class: 令堂  	d: 3  	pt: 0  	diff: 
  	class: 婆婆  	d: 5  	pt: 0  	diff: 
  	class: 老太太  	d: 3  	pt: 0  	diff: 
  	class: 外祖母  	d: 3  	pt: 0  	diff: 
  	class: 奶妈  	d: 5  	pt: 0  	diff: 
  	class: 老家伙  	d: 2  	pt: 0  	diff: 
  	class: 成年人  	d: 5  	pt: 0  	diff: 
  	class: 老小  	d: 4  	pt: 0  	diff: 
  	class: 分寸  	d: 3  	pt: 0  	diff: 
  	class: 青年人  	d: 8  	pt: 0  	diff: 
  	class: 青年  	d: 5  	pt: 0  	diff: 
  	class: 年轻  	d: 14  	pt: 0  	diff: 
  	class: 门生  	d: 4  	pt: 0  	diff: 
  	class: 晚辈  	d: 3  	pt: 0  	diff: 
  	class: 知识青年  	d: 2  	pt: 0  	diff: 
  	class: 少年人  	d: 4  	pt: 0  	diff: 
  	class: 少年  	d: 2  	pt: 0  	diff: 
  	class: 萌芽  	d: 7  	pt: 0  	diff: 
  	class: 芝兰  	d: 1  	pt: 0  	diff: 
  	class: 新秀  	d: 4  	pt: 0  	diff: 
  	class: 骏马  	d: 9  	pt: 0  	diff: 
  	class: 童年  	d: 13  	pt: 0  	diff: 
  	class: 宝宝  	d: 6  	pt: 0  	diff: 
  	class: 宝贝  	d: 6  	pt: 0  	diff: 
  	class: 活宝  	d: 2  	pt: 0  	diff: 
  	class: 儿童  	d: 31  	pt: 0  	diff: 
  	class: 幼小  	d: 12  	pt: 0  	diff: 
  	class: 光秃秃  	d: 3  	pt: 0  	diff: 
  	class: 稍微  	d: 24  	pt: 0  	diff: 
  	class: 妞  	d: 7  	pt: 0  	diff: 
  	class: 婢女  	d: 7  	pt: 0  	diff: 
  	class: 顽童  	d: 6  	pt: 0  	diff: 
  	class: 男童  	d: 3  	pt: 0  	diff: 
  	class: 高个儿  	d: 7  	pt: 0.0  	diff: 
  	class: 修长  	d: 6  	pt: 0  	diff: 
  	class: 细高挑儿  	d: 1  	pt: 0  	diff: 
  	class: 矮子  	d: 6  	pt: 0  	diff: 
  	class: 胖子  	d: 4  	pt: 0  	diff: 
  	class: 瘦子  	d: 1  	pt: 0  	diff: 
  	class: 瘦  	d: 14  	pt: 0  	diff: 
  	class: 美女  	d: 20  	pt: 0  	diff: 
  	class: 神  	d: 9  	pt: 0  	diff: 
  	class: 仙女  	d: 3  	pt: 0  	diff: 
  	class: 月亮  	d: 8  	pt: 0  	diff: 
  	class: 美貌  	d: 46  	pt: 0  	diff: 
  	class: 丑八怪  	d: 1  	pt: 0  	diff: 
  	class: 凶人  	d: 2  	pt: 0  	diff: 
  	class: 麻子  	d: 2  	pt: 0  	diff: 
  	class: 秃子  	d: 3  	pt: 0  	diff: 
  	class: 兔唇  	d: 4  	pt: 0  	diff: 
  	class: 缺口  	d: 5  	pt: 0  	diff: 
  	class: 口吃  	d: 5  	pt: 0  	diff: 
  	class: 结  	d: 4  	pt: 0  	diff: 
  	class: 结巴  	d: 2  	pt: 0  	diff: 
  	class: 居民  	d: 4  	pt: 0  	diff: 
  	class: 市民  	d: 4  	pt: 0  	diff: 
  	class: 乡民  	d: 3  	pt: 0  	diff: 
  	class: 船民  	d: 2  	pt: 0  	diff: 
  	class: 侨民  	d: 5  	pt: 0  	diff: 
  	class: 中国人  	d: 4  	pt: 0  	diff: 
  	class: 本国人  	d: 2  	pt: 0  	diff: 
  	class: 胞  	d: 7  	pt: 0  	diff: 
  	class: 外国人  	d: 3  	pt: 0  	diff: 
  	class: 外族  	d: 3  	pt: 0  	diff: 
  	class: 洋鬼子  	d: 3  	pt: 0  	diff: 
  	class: 外族人  	d: 1  	pt: 0  	diff: 
  	class: 本地人  	d: 5  	pt: 0  	diff: 
  	class: 村里人  	d: 2  	pt: 0  	diff: 
  	class: 外乡人  	d: 6  	pt: 0  	diff: 
  	class: 同乡  	d: 6  	pt: 0  	diff: 
  	class: 农民  	d: 11  	pt: 0  	diff: 
  	class: 家乡  	d: 18  	pt: 0  	diff: 
  	class: 职员  	d: 6  	pt: 0  	diff: 
  	class: 公务员  	d: 3  	pt: 0  	diff: 
  	class: 秘书  	d: 3  	pt: 0  	diff: 
  	class: 总务  	d: 3  	pt: 0  	diff: 
  	class: 管理  	d: 4  	pt: 0  	diff: 
  	class: 会计  	d: 6  	pt: 0  	diff: 
  	class: 会计室  	d: 3  	pt: 0  	diff: 
  	class: 掮客  	d: 1  	pt: 0  	diff: 
  	class: 商人  	d: 9  	pt: 0  	diff: 
  	class: 从业员  	d: 4  	pt: 0  	diff: 
  	class: 伙计  	d: 4  	pt: 0  	diff: 
  	class: 列车员  	d: 3  	pt: 0  	diff: 
  	class: 广播员  	d: 2  	pt: 0  	diff: 
  	class: 理发员  	d: 5  	pt: 0  	diff: 
  	class: 空姐  	d: 2  	pt: 0  	diff: 
  	class: 消防人  	d: 2  	pt: 0  	diff: 
  	class: 承运人  	d: 2  	pt: 0  	diff: 
  	class: 供给者  	d: 2  	pt: 0  	diff: 
  	class: 编选者  	d: 3  	pt: 0  	diff: 
  	class: 勘察者  	d: 3  	pt: 0  	diff: 
  	class: 工人  	d: 2  	pt: 0  	diff: 
  	class: 勤杂工  	d: 4  	pt: 0  	diff: 
  	class: 老师傅  	d: 1  	pt: 0  	diff: 
  	class: 师傅  	d: 1  	pt: 0  	diff: 
  	class: 壮工  	d: 2  	pt: 0  	diff: 
  	class: 短工  	d: 3  	pt: 0  	diff: 
  	class: 劳役  	d: 8  	pt: 0  	diff: 
  	class: 搬运工  	d: 6  	pt: 0  	diff: 
  	class: 苦工  	d: 2  	pt: 0  	diff: 
  	class: 雇用  	d: 7  	pt: 0  	diff: 
  	class: 学徒工  	d: 2  	pt: 0  	diff: 
  	class: 木工  	d: 2  	pt: 0  	diff: 
  	class: 瓦工  	d: 5  	pt: 0  	diff: 
  	class: 石工  	d: 2  	pt: 0  	diff: 
  	class: 油漆工  	d: 5  	pt: 0  	diff: 
  	class: 花匠  	d: 3  	pt: 0  	diff: 
  	class: 教师  	d: 16  	pt: 0  	diff: 
  	class: 画匠  	d: 2  	pt: 0  	diff: 
  	class: 画家  	d: 2  	pt: 0  	diff: 
  	class: 成衣匠  	d: 2  	pt: 0  	diff: 
  	class: 鞋匠  	d: 2  	pt: 0  	diff: 
  	class: 铁工  	d: 2  	pt: 0  	diff: 
  	class: 海员  	d: 5  	pt: 0  	diff: 
  	class: 领航员  	d: 4  	pt: 0  	diff: 
  	class: 引航  	d: 4  	pt: 0  	diff: 
  	class: 船夫  	d: 7  	pt: 0  	diff: 
  	class: 非常  	d: 47  	pt: 0  	diff: 
  	class: 长寿  	d: 12  	pt: 0  	diff: 
  	class: 水利工程  	d: 4  	pt: 0  	diff: 
  	class: 舵手  	d: 4  	pt: 0  	diff: 
  	class: 飞行员  	d: 4  	pt: 0  	diff: 
  	class: 宇航员  	d: 2  	pt: 0  	diff: 
  	class: 驭手  	d: 6  	pt: 0  	diff: 
  	class: 操作员  	d: 2  	pt: 0  	diff: 
  	class: 脚钱  	d: 2  	pt: 0  	diff: 
  	class: 炊事员  	d: 7  	pt: 0  	diff: 
  	class: 禅师  	d: 6  	pt: 0.0  	diff: 
  	class: 火夫  	d: 4  	pt: 0  	diff: 
  	class: 烧火  	d: 7  	pt: 0  	diff: 
  	class: 邮递员  	d: 5  	pt: 0  	diff: 
  	class: 鹦鹉  	d: 3  	pt: 0  	diff: 
  	class: 通信员  	d: 2  	pt: 0  	diff: 
  	class: 交通员  	d: 2  	pt: 0  	diff: 
  	class: 畅通  	d: 15  	pt: 0  	diff: 
  	class: 联络员  	d: 3  	pt: 0  	diff: 
  	class: 门房  	d: 9  	pt: 0  	diff: 
  	class: 转告  	d: 6  	pt: 0  	diff: 
  	class: 服务员  	d: 5  	pt: 0  	diff: 
  	class: 侍从  	d: 3  	pt: 0  	diff: 
  	class: 堂倌  	d: 3  	pt: 0  	diff: 
  	class: 清洁工  	d: 3  	pt: 0  	diff: 
  	class: 农户  	d: 4  	pt: 0  	diff: 
  	class: 小农  	d: 2  	pt: 0  	diff: 
  	class: 佃农  	d: 2  	pt: 0  	diff: 
  	class: 上中农  	d: 2  	pt: 0  	diff: 
  	class: 牧民  	d: 6  	pt: 0  	diff: 
  	class: 渔民  	d: 6  	pt: 0  	diff: 
  	class: 猎手  	d: 4  	pt: 0  	diff: 
  	class: 樵夫  	d: 4  	pt: 0  	diff: 
  	class: 饲养员  	d: 3  	pt: 0  	diff: 
  	class: 羊倌  	d: 3  	pt: 0  	diff: 
  	class: 放牛郎  	d: 5  	pt: 0  	diff: 
  	class: 马夫  	d: 2  	pt: 0  	diff: 
  	class: 刽子手  	d: 2  	pt: 0  	diff: 
  	class: 屠夫  	d: 1  	pt: 0  	diff: 
  	class: 经商  	d: 3  	pt: 0  	diff: 
  	class: 市侩  	d: 3  	pt: 0  	diff: 
  	class: 商旅  	d: 5  	pt: 0  	diff: 
  	class: 小贩  	d: 6  	pt: 0  	diff: 
  	class: 客帮  	d: 2  	pt: 0  	diff: 
  	class: 嫖客  	d: 3  	pt: 0  	diff: 
  	class: 卖家  	d: 4  	pt: 0  	diff: 
  	class: 军官  	d: 3  	pt: 0  	diff: 
  	class: 官吏  	d: 14  	pt: 0  	diff: 
  	class: 指挥员  	d: 2  	pt: 0  	diff: 
  	class: 总司令  	d: 13  	pt: 0  	diff: 
  	class: 下级  	d: 10  	pt: 0  	diff: 
  	class: 将领  	d: 8  	pt: 0  	diff: 
  	class: 将  	d: 1  	pt: 0  	diff: 
  	class: 以  	d: 2  	pt: 0  	diff: 
  	class: 副将  	d: 3  	pt: 0  	diff: 
  	class: 虎将  	d: 7  	pt: 0  	diff: 
  	class: 勇士  	d: 8  	pt: 0  	diff: 
  	class: 士兵  	d: 19  	pt: 0  	diff: 
  	class: 领导  	d: 14  	pt: 0  	diff: 
  	class: 警察  	d: 9  	pt: 0  	diff: 
  	class: 将士  	d: 4  	pt: 0  	diff: 
  	class: 军人  	d: 3  	pt: 0  	diff: 
  	class: 荣誉军人  	d: 2  	pt: 0  	diff: 
  	class: 边防军  	d: 2  	pt: 0  	diff: 
  	class: 识途老马  	d: 4  	pt: 0  	diff: 
  	class: 士  	d: 1  	pt: 0  	diff: 
  	class: 步兵  	d: 2  	pt: 0  	diff: 
  	class: 骑兵  	d: 4  	pt: 0  	diff: 
  	class: 水兵  	d: 1  	pt: 0  	diff: 
  	class: 海军  	d: 3  	pt: 0  	diff: 
  	class: 侦察兵  	d: 3  	pt: 0  	diff: 
  	class: 情报员  	d: 14  	pt: 0  	diff: 
  	class: 便装  	d: 3  	pt: 0  	diff: 
  	class: 哨兵  	d: 3  	pt: 0  	diff: 
  	class: 哨所  	d: 3  	pt: 0  	diff: 
  	class: 航空兵  	d: 2  	pt: 0  	diff: 
  	class: 伞兵  	d: 2  	pt: 0  	diff: 
  	class: 工兵  	d: 2  	pt: 0  	diff: 
  	class: 号兵  	d: 2  	pt: 0  	diff: 
  	class: 警卫员  	d: 5  	pt: 0  	diff: 
  	class: 警卫  	d: 2  	pt: 0  	diff: 
  	class: 保护  	d: 7  	pt: 0  	diff: 
  	class: 退伍兵  	d: 2  	pt: 0  	diff: 
  	class: 复员军人  	d: 2  	pt: 0  	diff: 
  	class: 老兵  	d: 3  	pt: 0  	diff: 
  	class: 解放军  	d: 4  	pt: 0  	diff: 
  	class: 兵圣  	d: 2  	pt: 0  	diff: 
  	class: 官军  	d: 2  	pt: 0  	diff: 
  	class: 见识  	d: 10  	pt: 0  	diff: 
  	class: 敌特  	d: 3  	pt: 0  	diff: 
  	class: 译电员  	d: 2  	pt: 0  	diff: 
